system_prompt,question
"You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old.","Chameera, 24, who took three wickets as Sri Lanka lost the opening Test by an innings and 88 runs, could be out of action for up to four months.
Sri Lanka are also missing seamer Dhammika Prasad with a shoulder injury.
The second Test starts on Friday.
 who may miss the remainder of the three-Test series and the five limited-over internationals and Twenty20 match to follow.
 who could be out for up to four months.
What was that article about?"
You are an AI assistant that follows instruction extremely well. Help as much as you can.,"Formulate an answer to this elaborate question:  The Philadelphia Spinners won the AUDL Championship over the Indianapolis AlleyCats at a stadium located in which US state ?
The answer to this question is:"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Attorney Robert Shapiro noted Simpson didn't testify in his murder case, Pistorius will 
  
 according to an attorney for Simpson in that trial, Robert Shapiro, right. (Photo: Vince Bucci, Associated Press) Story Highlights O.J. Simpson attorney Robert Shapiro downplayed police bungling in Oscar Pistorius case 
  
 Simpson murder case trial by jury; Pistorius murder case to be decided by magistrate 
  
 Shapiro says it will come down to whether magistrate believes Pistorius 
  
 who once represented O.J. Simpson in the notorious murder trial of the mid-1990s in Los Angeles, said the Oscar Pistorius murder case in South Africa is very different except that both ""have superstar athletes that are accused of killing beautiful significant others."" 
  
 Shapiro responded to assertions that Pistorius is South Africa's version of Simpson, with both cases rife with accusations of police bungling. 
  
"" Shapiro said, adding that he doesn't think forensics will be a key issue, either. ""Pistorius is going to testify; Simpson did not."" 
  
 'Who was responsible for the murder case?' The Pistorius case is a case of, 'What is it?' "" Shapiro said. Pistorius has ""admitted to doing the shooting so the question is going to be, 'Was it a premeditated murder or was it a justifiable homicide?' "" 
  
 STORY: Lead detective replaced in Pistorius case 
  
 it was revealed that chief investigator Hilton Botha is facing attempted murder charges stemming from a 2011 incident. 
  
 the detective who led the investigation in the Simpson case, said charges filed against Botha and mistakes in his testimony don't matter. 
  
 ""So what?"" Fuhrman told FoxNews.com. 
  
"" Fuhrman said. ""When you look at the facts, even omitting all the forensic evidence the police have produced, it's crystal clear. 
  
 because the police had been there previously. That's really all you need to know here."" 
  
 Pistorius' girlfriend of three months, had a full bladder. The defense says that boosts Pistorius' claim that she had gone to use the toilet in the middle of the night. Iin an affadavit he says he shot her accidentally, mistaking her for an intruder. 
  
 your bowels and bladder relax,"" Fuhrman told FoxNews.com. 
  
 Shapiro said. Simpson had a trial by jury. A single judge will decide Pistorius' case. 
  
 jury trials were abolished in the 1930s because of apartheid, Shapiro said. People could not get a fair trial because of the race relations that existed. 
  
 'Do I have reasonable doubt?' "" Shapiro said. 
  
 'Do I believe what Mr. Pistorius is telling us? Do I believe that he actually felt that there was a burglar in the house? And that he reasonably believed that his life was in danger if he didn't take action and shoot through a closed door at an unknown target.' "" ||||| Olympian Oscar Pistorius, known as 'Blade Runner' charged with killing model girlfriend Oscar Pistorius, an Olympian who was at one point an icon in South Africa whose lower legs were amputated when he was less than a year old, claims he mistook his model girlfriend Reeva Steenkamp for an intruder when he shot her in a locked bathroom in his home. Prosecutors, however, say the couple had had a shouting match and Steenkamp fled to the bathroom, and locked herself in. Pistorius, 26, allegedly got up from bed and had to put on his prosthetic legs to reach the toilet door. The door was broken open after the shots were fired, prosecutors charge. 
  
 the so-called Blade Runner, are poking headline-grabbing holes in the forensic evidence arrayed against the South African double amputee, but none of it changes facts that show the Olympic sprinter killed his model girlfriend, said former LAPD investigator and author Mark Fuhrman. 
  
 prosecutors may have been too quick to say steroids were found in the Pretoria mansion of the suspect and detectives missed a bullet lodged in the bathroom wall. 
  
 author and former LAPD detective 
  
 who as a detective had a major role in the O.J. Simpson case and then went on to write several books analyzing the evidence in various high-profile murders. 
  
” Fuhrman said. “When you look at the facts, even omitting all the forensic evidence the police have produced, it’s crystal clear. 
  
 because the police had been there previously. That’s really all you need to know here.” 
  
 which involved Botha and two other police officers who allegedly fired at a minibus they were trying to stop, was reopened 10 days before Pistorius’ girlfriend, Reeva Steenkamp was killed, after new evidence surfaced. Botha was taken off the Blade Runner case on Thursday. 
  
” Fuhrman said. “Any street cop knows you will be sued or involved in some type of litigation throughout your career. If the detective was compromised in any way, how does that change the actions of the suspect on the night in question?” 
  
 Fuhrman said the evidence is a much better fit with the explanation that prosecutors have offered. 
  
 29, was in a bathroom when she was shot four times through the door. Defense attorneys have sought to dispel the idea she was hiding from her enraged beau by noting her bladder was empty – suggesting she had gone to the room to use the toilet. Fuhrman scoffed at the explanation. 
  
 your bowels and bladder relax,” he said. 
  
 26, claims he awoke in the night and heard a noise in the bathroom and assumed it was an intruder, saying he felt a “sense of terror rushing over” him. 
  
 he lives there, and she’s over,” Fuhrman said. “He hears something in the bathroom, and he doesn’t think it’s his girlfriend? He has an extensive security system that apparently has not been set off, yet he assumes the person behind the bathroom door is a burglar?” 
  
 and Steenkamp had a blunt-force trauma wound to her head. The detective theorized that the pair fought, Pistorius bashed her over the head and she fled to the bathroom. If at that point, he went and got a gun and pursued her, pre-meditation applies. 
  
” he said. 
  
 including missing a bullet that hit the toilet that was found by the defense's forensic team four days later. He also admitted on the stand that he did not wear protective clothing at the scene, which defense attorneys suggested could have contaminated evidence. 
  
 but Pistorius’ attorney said it was a herbal remedy. It was not clear when the compound would be tested. 
  
 if he claims he thought he was shooting a burglar,” Fuhrman said. 
  
 defense attorneys attacked Botha’s assertion that the trajectory of the bullets showed Pistorius’ 9-mm. handgun was fired downward from a height differs with the suspect’s claim he was not wearing his prosthetics at the time. Once again, Fuhrman said the defense was grasping at straws. 
  
” Fuhrman said. “He already says he fired the shots.” |||||

Write a summary."
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Which team do you think will win the IPL 2016?
Who will win IPL 2016 and Why?
Multi-choice problem: Would you say that these questions are the same?
Available options:
(i) no.
(ii) yes."
,"Q:Information:  - The Chicago, Milwaukee, St. Paul and Pacific Railroad (often referred to as the Milwaukee Road) , was a Class I railroad that operated in the Midwest and Northwest of the United States from 1847 until 1980, when its Pacific Extension (Montana, Idaho, and Washington) was abandoned following a bankruptcy. The eastern half of the system merged into the Soo Line Railroad on January 1, 1986. The company went through several official names and faced bankruptcy several times in that period. The railroad no longer exists as a separate entity, but much of its trackage continues to be used by its successor and other roads, and is commemorated in buildings like the historic Milwaukee Road Depot in Minneapolis, Minnesota and in railroad hardware still maintained by railfans, such as the Milwaukee Road 261 steam locomotive.  - Wisconsin Central Ltd. is a railroad subsidiary of the Canadian National Railway. At one time, its parent Wisconsin Central Transportation Corporation owned or operated railroads in the United States, Canada (Algoma Central Railway), the United Kingdom (English Welsh & Scottish), New Zealand (Tranz Rail), and Australia (Australian Transport Network).  - The Soo Line Railroad is the primary United States railroad subsidiary of the Canadian Pacific Railway (CP), controlled through the Soo Line Corporation, and one of seven U.S. Class I railroads. Although it is named for the Minneapolis, St. Paul and Sault Ste. Marie Railroad (MStP&SSM), which was commonly known as the Soo Line after the phonetic spelling of Sault, it was formed in 1961 by the consolidation of that company with two other CP subsidiaries, the Duluth, South Shore and Atlantic Railroad and Wisconsin Central Railroad. It is also the successor to other Class I railroads, including the Minneapolis, Northfield and Southern Railway (acquired 1982) and Chicago, Milwaukee, St. Paul and Pacific Railroad (Milwaukee Road, acquired at bankruptcy in 1985). On the other hand, a large amount of mileage was spun off in 1987 to Wisconsin Central Ltd., now part of the Canadian National Railway. The Soo Line and the Delaware and Hudson Railway, the CP's other major subsidiary (before the 2008 DM&E acquisition), presently do business as the Canadian Pacific Railway, and most equipment has been repainted into the CP's scheme, but the U.S. Surface Transportation Board groups all CP's U.S. subsidiaries under the Soo Line name for reporting purposes.  - Thep Delaware and Hudson Railway is a railroad that operates in the northeastern United States that has been since 1991 owned and operated by the Canadian Pacific Railway under the rail subsidiary Soo Line Corporation also controls the Soo Line Railroad, Canadian Pacific Railway is owned by Canadian Pacific Railway Limited.  - Cisco is a place name for the remnants of a former unincorporated community located along the Soo Line Railroad and US 59 in the NW 1/4 of Section 11 of Badger Township , 149 North , Range 42 West , in Polk County , United States , approximately four miles north of the city of Erskine , and about the same distance south of the city of Brooks . Cisco was still in use as a place name by local people as late as 1990 , but now is but a dim memory among some of the old - timers .  - The Minneapolis, St. Paul and Sault Ste. Marie Railroad was a Class I railroad subsidiary of the Canadian Pacific Railway in the Midwest United States. Commonly known as the Soo Line after the phonetic spelling of Sault, it was merged with several other major CP subsidiaries on January 1, 1961 to form the Soo Line Railroad. As time passes, more and more Soo Line equipment is being repainted into the Canadian Pacific's current paint scheme, slowly erasing the Soo's identity as a subsidiary railroad.  - The Surface Transportation Board (STB) of the United States is a bipartisan, decisionally-independent adjudicatory body organizationally housed within the U.S. Department of Transportation. The STB was established in 1996 to assume some of the regulatory functions that had been administered by the Interstate Commerce Commission when the ICC was abolished. Other ICC regulatory functions were either eliminated or transferred to the Federal Motor Carrier Safety Administration or to the Bureau of Transportation Statistics within DOT.  - The Canadian National Railway Company is a Canadian Class I railway headquartered in Montreal, Quebec that serves Canada and the Midwestern and Southern United States. CN's slogan is """"North America's Railroad"""". CN is a public company with 24,000 employees. It had a market capitalization of 32 billion CAD in 2011. CN was government-owned, having been a Canadian Crown corporation from its founding to its privatization in 1995. Bill Gates was, in 2011, the largest single shareholder of CN stock.  - The Minneapolis, Northfield and Southern Railway was an American short line railroad connecting Minneapolis and Northfield, Minnesota. It was incorporated in 1918 to take over the trackage of the former Minneapolis, St. Paul, Rochester and Dubuque Electric Traction Company, also known as the Dan Patch Lines. On 2 June 1982 it was acquired by the Soo Line Railroad, which operated it as a separate railroad until merging it on January 1, 1986.    Given the information, choose the subject and object entities that have the relation of 'located in the administrative territorial entity'.
A:"
"You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old.","Write an article based on this ""England women's international Kate Cross took eight wickets in a Lancashire men's league match."""
You are an AI assistant. Provide a detailed answer so user don’t need to search outside to understand the answer.,"Read the bio below and try to give details on derek aslett 's:    - source     - role       - batting     - bowling     - birth date     - fullname     - name     - year     - club     - birth place     - date     Bio: derek george aslett -lrb- born 12 february 1958 -rrb- is a former english cricketer . he played for kent between 1981 and 1987 .
"
User will you give you a task with some instruction. Your job is follow the instructions as faithfully as you can. While answering think step-by-step and justify your answer.,"In this task, you are given a text of article and corresponding title of an article. Your task is to generate label ""yes"" if headline (title) is right for article, otherwise generate ""no"".

 rebounding from intra-day lows on hopes the us federal reserve may cut rates to boost the us economy after investment bank lehman brothers ' collapse , dealers said . Title: rates rise on ###-billion-euro ecb refinancing operation"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"In 2007, Kuwait supplied China with  of oil per day, accounting for 2.6% of Chinas total crude oil imports.  Saudi Arabia was Chinas top supplier with its shipments jumping 69.8 percent to 3.84 million tons (939,000 bbl/d), followed by Angola with 2.06 million tons (503,000 bbl/d), down 27.1 percent. Iran became third, with imports from the country shrinking 35.3 percent to 1.18 million tons (289,000 bbl/d). China is the worlds second-biggest oil consumer after the US. Abdullatif Al-Houti, Managing Director of International Marketing at state-run Kuwait Petroleum Corporation (KPC), told KUNA in October that Kuwait is on course for its China-bound crude oil export target of  by 2015, but success will heavily depend on the Sino-Kuwaiti refinery project. The two countries have been in talks for the planned  refinery in Chinas southern Guangdong Province. The complex is expected to be on-stream by 2020.

 answer a question. Which supplied most crude oil to China, Saudi Arabia or Angola?"
You are an AI assistant. Provide a detailed answer so user don’t need to search outside to understand the answer.,"Answer the following question: Information:  - Germany, officially the Federal Republic of Germany, is a federal parliamentary republic in central-western Europe. It includes 16 constituent states, covers an area of , and has a largely temperate seasonal climate. With about 82 million inhabitants, Germany is the most populous member state of the European Union. After the United States, it is the second most popular immigration destination in the world. Germany's capital and largest metropolis is Berlin. Other major cities include Hamburg, Munich, Cologne, Frankfurt, Stuttgart and Düsseldorf.  - Ernst Wilhelm ""Wim"" Wenders (born 14 August 1945) is a German filmmaker, playwright, author, photographer, and a major figure in New German Cinema. Among many honors, he has received three nominations for the Academy Award for Best Documentary Feature: for ""Buena Vista Social Club"" (1999), about Cuban music culture, ""Pina"" (2011), about the contemporary dance choreographer Pina Bausch, and ""The Salt of the Earth"" (2014), about Brazilian photographer Sebastião Salgado.  - Zombieland is a 2009 American zombie comedy film directed by Ruben Fleischer and written by Rhett Reese and Paul Wernick. The film stars Woody Harrelson, Jesse Eisenberg, Emma Stone and Abigail Breslin as survivors of a zombie apocalypse. The film follows a geeky college kid making his way through the zombie apocalypse, meeting three strangers along the way and together taking an extended road trip across the Southwestern United States in an attempt to find a sanctuary free from zombies. The film premiered at Fantastic Fest on September 25, 2009 and was theatrically released on October 2, 2009 in the United States by Columbia Pictures. ""Zombieland"" was a critical and commercial success, grossing more than $60.8 million in 17 days and surpassing the 2004 film ""Dawn of the Dead"" as the top-grossing zombie film in the United States until ""World War Z"" in 2013.  - Berlin is the capital and the largest city of Germany as well as one of its constituent 16 states. With a population of approximately 3.5 million people, Berlin is the second most populous city proper and the seventh most populous urban area in the European Union. Located in northeastern Germany on the banks of rivers Spree and Havel, it is the centre of the Berlin-Brandenburg Metropolitan Region, which has about 6 million residents from more than 180 nations. Due to its location in the European Plain, Berlin is influenced by a temperate seasonal climate. Around one-third of the city's area is composed of forests, parks, gardens, rivers and lakes.  - Back to the Future is a 1985 American science-fiction adventure comedy film directed by Robert Zemeckis and written by Zemeckis and Bob Gale. It stars Michael J. Fox as teenager Marty McFly, who is sent back in time to 1955, where he meets his future parents in high school and accidentally becomes his mother's romantic interest. Christopher Lloyd portrays the eccentric scientist Dr. Emmett ""Doc"" Brown, Marty's friend who helps him repair the damage to history by helping Marty cause his parents to fall in love. Marty and Doc must also find a way to return Marty to 1985.  - White Men Can't Jump is a 1992 American sports comedy film written and directed by Ron Shelton, starring Wesley Snipes and Woody Harrelson as streetball hustlers. The film was released in the United States on March 27, 1992, by 20th Century Fox.  - Gina L. Gershon (born June 10, 1962) is an American film, television and stage actress, singer and author. She is known for her roles in the films ""Cocktail"" (1988), ""Showgirls"" (1995), ""Bound"" (1996), ""Face/Off"" (1997), ""The Insider"" (1999), ""Demonlover"" (2002), ""P.S. I Love You"" (2007), ""Five Minarets in New York"" (2010), ""Killer Joe"" (2011) and ""House of Versace"" (2013). She has also had supporting roles in FX's ""Rescue Me"" and HBO's ""How to Make It in America"".  - Soapdish is a 1991 American comedy film which tells a backstage story of the cast and crew of a popular fictional television soap opera. It stars Sally Field as a mature soap star, joined by Kevin Kline, Robert Downey, Jr., Elisabeth Shue, Whoopi Goldberg, Teri Hatcher, Cathy Moriarty, Garry Marshall, Kathy Najimy, and Carrie Fisher, as well as cameo appearances by TV personalities like Leeza Gibbons, John Tesh (both playing themselves as ""Entertainment Tonight"" hosts/reporters), real-life soap opera actors Stephen Nichols and Finola Hughes, and Ben Stein. Kline was nominated for a Golden Globe Award for Best Actor  Motion Picture Musical or Comedy for the film.  - Margarethe von Trotta (born 21 February 1942) is a German film director who has been referred to as a ""leading force"" of the New German Cinema movement. Von Trotta boasts an impressive body of work that has won her awards all over the world in the last forty years. She was married to and collaborated with director Volker Schlöndorff. Although they made a successful team, von Trotta felt she was seen as secondary to Schlöndorff. Subsequently, she established a solo career for herself and became ""Germanys foremost female film director, who has offered the most sustained and successful female variant of ""Autorenkino"" in postwar German film history."" Certain aspects of von Trottas work have been compared to Ingmar Bergmans features from the 1960s and 1970s. She says that it was thanks to Bergman's films that she ""fell in love with the medium and its possibilities for representing inner psychic worlds.""  - Leaving Las Vegas is a 1995 romantic drama film written and directed by Mike Figgis and based on the semi-autobiographical novel ""Leaving Las Vegas"" by John O'Brien. Nicolas Cage stars as a suicidal alcoholic who has ended his personal and professional life to drink himself to death in Las Vegas. While there, he develops a relationship with a hardened prostitute played by Elisabeth Shue, which forms the center of the film. O'Brien committed suicide two weeks after principal photography of the film began. ""Leaving Las Vegas"" was filmed in super 16mm instead of 35 mm film; while 16 mm is common for art house films, 35 mm is most commonly used for mainstream film. After limited release in the United States on October 27, 1995, ""Leaving Las Vegas"" was released nationwide on February 9, 1996, receiving strong praise from both critics and audiences. Cage received the Golden Globe Award for Best Actor - Motion Picture Drama and the Academy Award for Best Actor, while Shue was nominated for the Academy Award for Best Actress. The film also received nominations for Best Adapted Screenplay and Best Director.  - Woodrow Tracy ""Woody"" Harrelson (born July 23, 1961) is an American actor, activist and playwright. He is a two-time Academy Award nominee and has won one Emmy Award out of seven nominations. His breakout role came in 1985, joining the television sitcom ""Cheers"" as bartender Woody Boyd, for which he earned five Emmy Award nominations (one win). Some notable film characters include basketball hustler Billy Hoyle in ""White Men Can't Jump"", one-handed bowler Roy Munson in ""Kingpin"", Haymitch Abernathy in ""The Hunger Games"" film series, Tallahassee in ""Zombieland"", serial killer Mickey Knox in ""Natural Born Killers"", magazine publisher Larry Flynt in ""The People vs. Larry Flynt"", country singer Dusty in ""A Prairie Home Companion"", and magician/mentalist in ""Now You See Me"". He will be portraying the Colonel in ""War for the Planet of the Apes"".  - Face/Off is a 1997 American science fiction action film directed by John Woo, written by Mike Werb and Michael Colleary, and starring John Travolta and Nicolas Cage. Typically this film is ranked among the best movies on planet Earth by its inhabitants. Travolta plays an FBI agent and Cage plays a terrorist, sworn enemies who assume each other's physical appearance.  - Home Box Office (HBO) is an American premium cable and satellite television network that is owned by Time Warner through its respective flagship company Home Box Office, Inc. Programming featured on the network consists primarily of theatrically released motion pictures and original television series, along with made-for-cable movies and documentaries, boxing matches, and occasional stand-up comedy and concert specials.  - Palmetto is a 1998 neo-noir film directed by Volker Schlöndorff ( as Volker Schlondorff ) with a screenplay by E. Max Frye . It is based on the novel Just Another Sucker by James Hadley Chase . The film stars Woody Harrelson , Elisabeth Shue and Gina Gershon .  - Showgirls is a 1995 French-American erotic drama film written by Joe Eszterhas and directed by Paul Verhoeven. It stars former teen actress Elizabeth Berkley, Kyle MacLachlan, and Gina Gershon. The film centers on a ""street-smart"" drifter who ventures to Las Vegas and climbs the seedy hierarchy from stripper to showgirl.  - Volker Schlöndorff (born 31 March 1939) is a Berlin-based German filmmaker who has worked in Germany, France and the United States. He was a prominent member of the New German Cinema of the late 1960s and early 1970s, which also included Werner Herzog, Wim Wenders, Margarethe von Trotta and Rainer Werner Fassbinder.  - Cheers is an American sitcom that ran for eleven seasons between 1982 and 1993. The show was produced by Charles/Burrows/Charles Productions in association with Paramount Network Television for NBC and created by the team of James Burrows, Glen Charles, and Les Charles. The show is set in a bar named Cheers in Boston, Massachusetts, where a group of locals meet to drink, relax, and socialize. The show's main theme song, written and performed by Gary Portnoy lent its famous refrain ""Where Everybody Knows Your Name"" as the show's tagline.  - Back to the Future Part II is a 1989 American science fiction adventure comedy film directed by Robert Zemeckis and written by Bob Gale. It is the sequel to the 1985 film ""Back to the Future"" and the second installment in the ""Back to the Future"" trilogy. The film stars Michael J. Fox, Christopher Lloyd, Thomas F. Wilson, and Lea Thompson and continues immediately following the original film. After repairing the damage to history done by his previous time travel adventures, Marty McFly (Fox) and his friend Dr. Emmett ""Doc"" Brown (Lloyd) travel to 2015 to prevent McFly's future son from ending up imprisoned. However, their presence allows Biff Tannen (Wilson) to steal Doc's DeLorean time machine and travel to 1955, where he alters history by making his younger self wealthy.  - CBS (an initialism of the network's former name, the Columbia Broadcasting System) is an American commercial broadcast television network that is a flagship property of CBS Corporation. The company is headquartered at the CBS Building in New York City with major production facilities and operations in New York City (at the CBS Broadcast Center) and Los Angeles (at CBS Television City and the CBS Studio Center).  - Elisabeth Judson Shue (born October 6, 1963) is an American actress, known for her roles in the films ""The Karate Kid"" (1984), ""Adventures in Babysitting"" (1987), ""Cocktail"" (1988), ""Back to the Future Part II"" (1989), ""Back to the Future Part III"" (1990), ""Soapdish"" (1991), ""Leaving Las Vegas"" (1995), ""The Saint"" (1997), and ""Hollow Man"" (2000). She has won several acting awards and has been nominated for an Academy Award, a Golden Globe and a BAFTA. She starred as Julie Finlay in the CBS police drama """" from 2012 to 2015.  - Back to the Future Part III is a 1990 American science fiction Western comedy film and the third and final installment of the ""Back to the Future"" trilogy. The film was directed by Robert Zemeckis, and starred Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson and Lea Thompson. The film continues immediately following ""Back to the Future Part II"". While stranded in 1955 during his time travel adventures, Marty McFly (Fox) discovers that his friend Dr. Emmett ""Doc"" Brown, trapped in 1885, was killed by Biff Tannen's great-grandfather Buford. Marty decides to travel to 1885 to rescue Doc.    After reading the paragraphs above, we are interested in knowing the entity with which 'palmetto ' exhibits the relationship of 'production company'. Find the answer from the choices below.  Choices: - 1995  - 20th century fox  - berlin  - buena vista  - cbs  - columbia pictures  - dr  - france  - hbo  - history  - john woo  - nbc  - original film  - whoopi goldberg
Answer:"
,"Please answer the following question: Facts:   - source: http://cricketarchive.com/archive/players/6/6294/6294.html cricketarchive    - fivefor: & ndash ;    - country: south africa      - bowling: right-arm medium    - birth date: 15 august 1981    - deliveries: balls & ndash ;    - columns: 1    - s/s: 1/1    - year: 2008 & ndash ; 2010 2011    - birth place: cape town , cape province , south africa    - date: 1981 8 15 yes    - column: first-class    - catches/stumpings: 4 / & ndash ;    - fullname: neil kruger    - tenfor: & ndash ;    - matches: 3    - batting: right-handed    - runs: 381    - wickets: & ndash ;    - club: oxford university   Based on these bullet points, write a short biography describing the life of neil kruger .
Answer:"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Read the following paragraph and determine if the hypothesis is true:

 Colombo (opponents & venue TBC) 26-30 1st Test, Galle (05:30 BST) August 3-7 2nd Test, Colombo (SSC) (05:30 BST) 12-16 3rd Test, Pallekele (05:30 BST) 20 1st ODI, Dambulla (d/n) (10:00 BST) 24 2nd ODI, Pallekele (d/n) (10:00 BST) 27 3rd ODI, Pallekele (d/n) (10:00 BST) 31 4th ODI, Colombo (RPS) (d/n) (10:00 BST) September 3 5th ODI, Colombo (RPS) (d/n) (10:00 BST) 6 Twenty20 international, Colombo (RPS) (d/n) (14:30 BST) NB Fixtures and start times are subject to change. The BBC is not responsible for any changes that may be made

OPTIONS:
 * Yes.
 * It's impossible to say.
 * No.
Hypothesis: the agent is aged more than 8


"
You are an AI assistant. Provide a detailed answer so user don’t need to search outside to understand the answer.,"- source is http://www.espncricinfo.com/ci/content/player/13587.html cricinfo    - role is occasional wicket-keeper    - fivefor is & ndash ;    - country is england      - birth date is 1 november 1865    - deliveries is balls & ndash ;    - columns is 1    - s/s is & ndash ; / & ndash ;    - death date is 14 june 1945    - year is 1896 & ndash ; 1898 2012    - death place is charing cross , london , england    - birth place is measham , leicestershire , england    - date is 1865 11 1 yes    - column is first-class    - catches/stumpings is & ndash ; / & ndash ;    - fullname is harry german    - tenfor is & ndash ;    - matches is 5    - batting is right-handed    - runs is 69    - wickets is & ndash ;    - family is arthur german -lrb- nephew -rrb-    - club is leicestershire    Given the details above, guess who could this information be about.
"
"You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old.","Answer by taking a quote from the following article:

 cricket commentator and television personality. He is acknowledged as one of the greatest bowlers of all time. A left-arm fast bowler who could bowl with significant pace, he represented the Pakistan cricket team in Test cricket and One Day International (ODI) matches. In October 2013, Wasim Akram was the only Pakistani cricketer to be named in an all-time Test World XI to mark the 150th anniversary of Wisden Cricketers' Almanack.

 accompanied by seam and swing bowling skills, extended to both inswingers and outswingers. With a very quick bowling action, he could bowl equally well from both sides of the wicket. His mastery of reverse swing with the cricket ball meant he was at his most dangerous towards a bowling innings, and earned him the nickname of one of the ""Sultans of Swing"", the other one being Waqar Younis.  As well as often being able to find the edge of the bat, Akram would also focus his bowling attack on the stumps and had a particularly lethal inswinging yorker. Of his 414 Test wickets, 193 were taken caught, 119 were taken leg before wicket and 102 were bowled. In partnership with Waqar Younis, he intimidated international batsmen in the 1990s. Together Wasim and Waqar, known as ""the two Ws"" of the Pakistani team, were one of the most successful bowling partnerships in cricket.  With the bat he was especially effective against spin bowlers. However, he liked to slog and was criticised for his lack of high scores and giving away his wicket too cheaply. In October 1996 he scored 257 runs not out, of the team's total of 553 against lowly Zimbabwe on a typical flat South Asian pitch at Sheikhupura. He also achieved good scores for the Pakistan team such as his scores of 123 and 45* against Australia to take Pakistan to victory in a low scoring match. His batting was also valuable sometimes to the Pakistan ODI side, such as in the Nehru Cup in 1989, when needing six runs and two balls to win the match, he hit the first delivery he faced, from part-time off-spinner and batting legend, Viv Richards, for a six and secured the cup.  In December 2012 after Ricky Ponting announced his retirement he said that Wasim Akram and Curtly Ambrose were the toughest bowlers he had faced ""Akram for the exact opposite, you could get a few runs off him, but you just knew there was an unplayable ball around the corner, be it with an old ball or with a new ball,"" - Ricky Ponting.

Did he have a huge following?"
